,start,end,url,expanded_url,display_url,images,status,title,description,unwound_url,id,author_id,text,created_at,retweet_count,reply_count,like_count,quote_count,reference_type,reference_id,media_key
0,138,161,https://t.co/jFxXnHJdm8,https://twitter.com/NWCCInfo/status/1599858263881048064,twitter.com/NWCCInfo/statu…,,,,,,1599859021061959680,21505125,"Turned out to be a pretty mild fire year after all! For comparison, Oregon saw 653,000 acres burn in 2021, and 1.2 million acres in 2020. https://t.co/jFxXnHJdm8",2022-12-05T20:11:29.000Z,2,0,3,0,quoted,1599858263881048064,
1,126,149,https://t.co/cn82KrjRor,https://twitter.com/lizzzyacker/status/1599786829221617667,twitter.com/lizzzyacker/st…,,,,,,1599833725633982465,21505125,You don't need a car to go to the coast! @lizzzyacker is embarking on a new car-free travel series and it's gonna be so good. https://t.co/cn82KrjRor,2022-12-05T18:30:58.000Z,0,0,10,0,quoted,1599786829221617667,
2,42,65,https://t.co/qWMmG2fdMV,https://twitter.com/HaleJamesB/status/1599831000624033793/photo/1,pic.twitter.com/qWMmG2fdMV,,,,,,1599831000624033793,21505125,Fall evenings at Drake Park are the best. https://t.co/qWMmG2fdMV,2022-12-05T18:20:08.000Z,0.0,0.0,18.0,0.0,,,3_1599830994034782209
3,42,65,https://t.co/qWMmG2fdMV,https://twitter.com/HaleJamesB/status/1599831000624033793/photo/1,pic.twitter.com/qWMmG2fdMV,,,,,,1599831000624033793,21505125,Fall evenings at Drake Park are the best. https://t.co/qWMmG2fdMV,2022-12-05T18:20:08.000Z,,,,,,,3_1599830994034790400
4,42,65,https://t.co/qWMmG2fdMV,https://twitter.com/HaleJamesB/status/1599831000624033793/photo/1,pic.twitter.com/qWMmG2fdMV,,,,,,1599831000624033793,21505125,Fall evenings at Drake Park are the best. https://t.co/qWMmG2fdMV,2022-12-05T18:20:08.000Z,,,,,,,3_1599830994034786307
5,42,65,https://t.co/qWMmG2fdMV,https://twitter.com/HaleJamesB/status/1599831000624033793/photo/1,pic.twitter.com/qWMmG2fdMV,,,,,,1599831000624033793,21505125,Fall evenings at Drake Park are the best. https://t.co/qWMmG2fdMV,2022-12-05T18:20:08.000Z,,,,,,,3_1599830994038972418
6,,,,,,,,,,,1599480473465810944,21505125,"RT @Oregonian: It's beginning to look a lot like Christmas at the Portland Japanese Garden as snow flakes fell early Sunday morning, captur…",2022-12-04T19:07:16.000Z,18,0,0,0,retweeted,1599480020522737666,
7,,,,,,,,,,,1599437691854401536,21505125,RT @OregonDOT: US 30 remains closed about 20 mi. E of #Astoria for #landslide repairs. Crews have removed about 650 cubic yards of debris s…,2022-12-04T16:17:16.000Z,17,0,0,0,retweeted,1598767990706692096,
8,,,,,,,,,,,1598915411256700928,21505125,Just drove past the Shroom House and there is STILL a line around the block. It’s officially A Scene.,2022-12-03T05:41:55.000Z,1,1,7,0,replied_to,1598783851249426432,
9,53,76,https://t.co/MZZrn1xEBH,https://twitter.com/lynds_summers/status/1598781107117641728,twitter.com/lynds_summers/…,,,,,,1598783851249426432,21505125,"All that ""narcing"" is great for business! Go figure! https://t.co/MZZrn1xEBH",2022-12-02T20:59:08.000Z,0,2,9,0,quoted,1598781107117641728,
10,168,191,https://t.co/7VfqEgLcGH,https://twitter.com/Oregonian/status/1598528772231561216,twitter.com/Oregonian/stat…,,,,,,1598737917853458432,21505125,"People have been getting mad at local media for blowing this up, but it would be extremely naive to think that this place wasn't expecting/looking for media attention. https://t.co/7VfqEgLcGH",2022-12-02T17:56:37.000Z,1,4,21,1,quoted,1598528772231561216,
11,14,37,https://t.co/pfE5XQEOcu,https://twitter.com/NWS/status/1598297611856842752,twitter.com/NWS/status/159…,,,,,,1598439825535008768,21505125,Not MY winter https://t.co/pfE5XQEOcu,2022-12-01T22:12:06.000Z,0,0,2,0,quoted,1598297611856842752,
12,,,,,,,,,,,1598369422485618689,21505125,"RT @Oregonian: Take to the forest for a delectable bounty (if done right). On the latest episode of Peak Northwest, @HaleJamesB + @vickieac…",2022-12-01T17:32:21.000Z,3,0,0,0,retweeted,1598353829090705409,
13,,,,,,,,,,,1598094083746299906,21505125,"@alexisohanian @ElektraHealth That hypothesis could also apply to orcas, which live in matriarchal societies in which the grandmothers typically help care for the young.",2022-11-30T23:18:15.000Z,0,0,0,0,replied_to,1598093516923625473,
14,,,,,,,,,,,1598081501987753984,21505125,"RT @AP: The first eruption in 38 years of Mauna Loa, the world's largest active volcano, is drawing visitors to Hawaii Volcanoes National P…",2022-11-30T22:28:15.000Z,27,0,0,0,retweeted,1598078229641822208,
15,183,206,https://t.co/20in0AAzY1,https://www.hereisoregon.com/experiences/2022/11/black-rodeo-gets-the-spotlight-at-high-desert-museum-in-bend.html,hereisoregon.com/experiences/20…,,200,Black rodeo gets the spotlight at High Desert Museum in Bend,A new exhibition from photographer Gabriela Hasbun documents the Bill Pickett Invitational Rodeo.,https://www.hereisoregon.com/experiences/2022/11/black-rodeo-gets-the-spotlight-at-high-desert-museum-in-bend.html,1598071723634884609,21505125,"Go check out this great new exhibition at the @HighDesertMuse in Bend: ""In the Arena,"" which showcases photos taken at the @billpickettrode by Bay Area photographer @GABRIELAHASBUN.  https://t.co/20in0AAzY1",2022-11-30T21:49:24.000Z,0,0,3,0,,,
16,,,,,,,,,,,1598070597640417280,21505125,RT @vangoghmuseum: ‘How much good it does a person if one is in a gloomy mood to walk on the empty beach and look into the grey-green sea w…,2022-11-30T21:44:55.000Z,250,0,0,0,retweeted,1594733701266829314,
17,29,52,https://t.co/VBsjwMdzqo,https://twitter.com/Oregonian/status/1598012492986421249,twitter.com/Oregonian/stat…,,,,,,1598012681885454336,21505125,Landslide season is upon us. https://t.co/VBsjwMdzqo,2022-11-30T17:54:47.000Z,0,1,2,0,quoted,1598012492986421249,
18,,,,,,,,,,,1599916573254643714,85972500,@oldsweng Not for me. Not with a kid.,2022-12-06T00:00:10.000Z,0,0,0,0,replied_to,1599862386227564544,
19,,,,,,,,,,,1599846791452979201,85972500,@billoram Lol,2022-12-05T19:22:53.000Z,0,0,0,0,replied_to,1599832964376166400,
20,42,65,https://t.co/xNH2XupF5M,http://trimet.org,trimet.org,"[{'url': 'https://pbs.twimg.com/news_img/1599830905161682944/4ymiFBcQ?format=jpg&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1599830905161682944/4ymiFBcQ?format=jpg&name=150x150', 'width': 150, 'height': 150}]",200,Plan and track your trip on TriMet,"Get arrival times, plan trips, see route maps and check service alerts, all in one place.",https://trimet.org/home/,1599830902515044352,85972500,@billoram Portland International Raceway? https://t.co/xNH2XupF5M,2022-12-05T18:19:45.000Z,0,1,0,0,replied_to,1599830640957890560,
21,75,98,https://t.co/uwXpMLPNDe,https://twitter.com/nictrieslife/status/1599826950700531715,twitter.com/nictrieslife/s…,,,,,,1599829922473988097,85972500,I *AM* making this a series! Where do you think I should go without a car? https://t.co/uwXpMLPNDe,2022-12-05T18:15:51.000Z,1,6,27,0,quoted,1599826950700531715,
22,,,,,,,,,,,1599829547138322432,85972500,@nictrieslife It will be a series! I have another coming up next month and I would love to hear ideas for places people want me to go!,2022-12-05T18:14:22.000Z,0,2,10,0,replied_to,1599826950700531715,
23,,,,,,,,,,,1599786836507123713,85972500,"There are so many reasons to not take a car, basically anywhere. But, if you have a toddler, here's one good reason: 100% less screaming from a car seat on a highway.",2022-12-05T15:24:39.000Z,0,1,6,0,replied_to,1599786829221617667,
24,138,161,https://t.co/0o4vdHg4Iz,https://www.oregonlive.com/travel/2022/12/take-a-cozy-car-free-family-mini-vacation-to-cannon-beach.html,oregonlive.com/travel/2022/12…,"[{'url': 'https://pbs.twimg.com/news_img/1599784451034451974/eYW2v5Yp?format=jpg&name=orig', 'width': 1280, 'height': 952}, {'url': 'https://pbs.twimg.com/news_img/1599784451034451974/eYW2v5Yp?format=jpg&name=150x150', 'width': 150, 'height': 150}]",200,"Take a cozy, car-free family mini-vacation to Cannon Beach",You don't need to be a TikTok travel influencer to take transit to a beautiful location.,https://www.oregonlive.com/travel/2022/12/take-a-cozy-car-free-family-mini-vacation-to-cannon-beach.html,1599786829221617667,85972500,A few weeks ago I took a seriously wonderful trip to the coast with my parents and Nona. The best part? We didn't even set foot in a car: https://t.co/0o4vdHg4Iz,2022-12-05T15:24:37.000Z,2,3,40,1,,,
25,,,,,,,,,,,1599451746224701440,85972500,We’re on the Cinnamon Bear cruise and it’s snowing. Extreme holiday.,2022-12-04T17:13:07.000Z,1,1,33,0,,,
26,,,,,,,,,,,1599122256361553921,85972500,Soccer-Roos is adorable.,2022-12-03T19:23:50.000Z,0,1,1,0,,,
27,,,,,,,,,,,1599067675766173697,85972500,@mikeacker Wow,2022-12-03T15:46:57.000Z,0,0,1,0,replied_to,1599067574087864320,
28,,,,,,,,,,,1599062310089527296,85972500,"On one hand, it feels like the US is controlling the game. On the other, it feels like we’re gonna lose by 13.",2022-12-03T15:25:38.000Z,0,0,8,0,,,
29,8,31,https://t.co/SyZMxn3lFw,https://twitter.com/mikeacker/status/1599058586889752577,twitter.com/mikeacker/stat…,,,,,,1599058665855909889,85972500,Dislike https://t.co/SyZMxn3lFw,2022-12-03T15:11:09.000Z,0,0,1,0,quoted,1599058586889752577,
30,14,37,https://t.co/zj3rfVTrFU,https://www.oregonlive.com/portland/2022/12/psilocybin-isnt-legal-in-oregon-but-a-portland-shop-is-selling-it-anyway.html,oregonlive.com/portland/2022/…,"[{'url': 'https://pbs.twimg.com/news_img/1598469557819412480/5Cqm539X?format=jpg&name=orig', 'width': 1280, 'height': 1707}, {'url': 'https://pbs.twimg.com/news_img/1598469557819412480/5Cqm539X?format=jpg&name=150x150', 'width': 150, 'height': 150}]",200,"Psilocybin isn’t legal in Oregon, but a Portland shop is selling it anyway","Most mushrooms thrive in darkness. But in Portland, an ostensibly illegal 'shroom' store sprouts in broad daylight",https://www.oregonlive.com/portland/2022/12/psilocybin-isnt-legal-in-oregon-but-a-portland-shop-is-selling-it-anyway.html,1598478032427442176,85972500,This is wild: https://t.co/zj3rfVTrFU,2022-12-02T00:43:55.000Z,1,1,8,2,,,
31,,,,,,,,,,,1598065594804613120,85972500,"I moved a weirdly slow mouse out of my garage today using a board and a plastic pot, in case this is the beginning of some kind of outbreak.",2022-11-30T21:25:03.000Z,0,0,7,0,,,
32,,,,,,,,,,,1598040567757557760,85972500,"RT @KaylaKennett: Wow @lizzzyacker knows me better than #SpotifyWrapped 

“I’m glad that Gen Z is happy and that they have access to mental…",2022-11-30T19:45:36.000Z,1,0,0,0,retweeted,1598018959164702720,
33,,,,,,,,,,,1597700895634259968,85972500,@ish474 Silliness was basically the point here!,2022-11-29T21:15:52.000Z,0,1,1,0,replied_to,1597700547788017666,
34,33,56,https://t.co/Qt871DcX43,https://twitter.com/lizzzyacker/status/1597700392607166465/photo/1,pic.twitter.com/Qt871DcX43,,,,,,1597700392607166465,85972500,Redemption mainly for these two. https://t.co/Qt871DcX43,2022-11-29T21:13:52.000Z,0,0,11,1,,,3_1597700382968680449
35,,,,,,,,,,,1597698232129552384,85972500,"@JoelByronBarker @candaceforpdx Gen X created all the culture that made Millennials -- ""Reality Bites,"" Nirvana, Elliott Smith, Madonna etc etc. We won't forget you when we rule the world.",2022-11-29T21:05:16.000Z,0,2,2,0,replied_to,1597696992511426562,
36,17,40,https://t.co/rVtc1iI8Nd,https://twitter.com/lizzzyacker/status/1597663116195926016/photo/1,pic.twitter.com/rVtc1iI8Nd,,,,,,1597663116195926016,85972500,"US vs Iran, 1998 https://t.co/rVtc1iI8Nd https://t.co/9SjAnQYPg2",2022-11-29T18:45:44.000Z,0.0,0.0,2.0,0.0,quoted,1597642567864422401,3_1597663108511981568
37,41,64,https://t.co/9SjAnQYPg2,https://twitter.com/lizzzyacker/status/1597642567864422401,twitter.com/lizzzyacker/st…,,,,,,1597663116195926016,85972500,"US vs Iran, 1998 https://t.co/rVtc1iI8Nd https://t.co/9SjAnQYPg2",2022-11-29T18:45:44.000Z,,,,,,,
38,15,38,https://t.co/8bumwzhmom,https://twitter.com/lizzzyacker/status/1597652164796874752/photo/1,pic.twitter.com/8bumwzhmom,,,,,,1597652164796874752,85972500,Dad was wrong. https://t.co/8bumwzhmom,2022-11-29T18:02:13.000Z,0,1,7,0,replied_to,1597644190816796672,3_1597652160443219969
39,,,,,,,,,,,1597644190816796672,85972500,"""There wasn't any Macarena going on at that game,"" my dad.",2022-11-29T17:30:32.000Z,0,2,3,0,replied_to,1597642567864422401,
40,,,,,,,,,,,1597642567864422401,85972500,Somewhere there's a picture of @mikeacker and me doing the Macarena at the U.S. vs Iran game in 1998.,2022-11-29T17:24:05.000Z,0,1,3,1,,,
41,73,96,https://t.co/j6XuZ0E491,https://www.oregonlive.com/advice/2022/11/why-tho-can-i-just-ghost-someone-i-dated-a-few-times-if-its-not-working-for-me.html,oregonlive.com/advice/2022/11…,"[{'url': 'https://pbs.twimg.com/news_img/1597607326361468928/0d0KyUK0?format=jpg&name=orig', 'width': 1280, 'height': 849}, {'url': 'https://pbs.twimg.com/news_img/1597607326361468928/0d0KyUK0?format=jpg&name=150x150', 'width': 150, 'height': 150}]",200,Why Tho? Can I just ghost someone I dated a few times if it’s not working for me?,"My question to you is, is it ever OK to ghost?",https://www.oregonlive.com/advice/2022/11/why-tho-can-i-just-ghost-someone-i-dated-a-few-times-if-its-not-working-for-me.html,1597639590030217217,85972500,So...can you ghost someone after a couple dates without being a bad guy? https://t.co/j6XuZ0E491,2022-11-29T17:12:15.000Z,0,2,6,0,,,
42,,,,,,,,,,,1597638427616628736,85972500,@navy_brat_1972 Lol,2022-11-29T17:07:38.000Z,0,0,0,0,replied_to,1597623986153984001,
43,,,,,,,,,,,1597626233277517825,85972500,@matthewkorfhage It’s a bit suspect.,2022-11-29T16:19:11.000Z,0,1,3,0,replied_to,1597625872416395264,
44,,,,,,,,,,,1597613284244738048,85972500,@TrafficPortland Lololol,2022-11-29T15:27:43.000Z,0,0,1,0,replied_to,1597612014528237568,
45,76,99,https://t.co/vL4brndKMA,https://www.oregonlive.com/trending/2022/11/apparently-portland-is-the-best-place-in-america-to-live-if-youre-gen-z-but-what-about-millennials.html,oregonlive.com/trending/2022/…,"[{'url': 'https://pbs.twimg.com/news_img/1597345201965928448/A9jGZiyx?format=jpg&name=orig', 'width': 1280, 'height': 801}, {'url': 'https://pbs.twimg.com/news_img/1597345201965928448/A9jGZiyx?format=jpg&name=150x150', 'width': 150, 'height': 150}]",200,"Apparently, Portland is the best place in America to live if you’re Gen Z; but what about Millennials?","Welcome to the dream of the '90s, Gen Z.",https://www.oregonlive.com/trending/2022/11/apparently-portland-is-the-best-place-in-america-to-live-if-youre-gen-z-but-what-about-millennials.html,1597611692955176962,85972500,Should I spend my day responding to Gen Xers mad about this article or nah? https://t.co/vL4brndKMA,2022-11-29T15:21:24.000Z,1,29,50,1,,,
46,,,,,,,,,,,1599988678751059970,3339237555,"RT @Oregonian: The Safest Place: A school devastated by gun violence fights to protect its students. 

Part 1 coming Sunday, Dec. 11 https:…",2022-12-06T04:46:42.000Z,8,0,0,0,retweeted,1599958053008252928,
47,,,,,,,,,,,1599812222557224960,3339237555,"RT @mandy_mclaren: Over the past year, @jrbullington has followed three Kentucky women – tornado survivors – on their search for healing, h…",2022-12-05T17:05:31.000Z,11,0,0,0,retweeted,1599806790551494657,
48,122,145,https://t.co/RHLyn7aUzC,https://www.oregonlive.com/news/2022/12/multnomah-county-public-defender-shortage-leads-to-criminal-cases-dropped-for-alleged-child-beater-robbers-duii-drivers.html,oregonlive.com/news/2022/12/m…,"[{'url': 'https://pbs.twimg.com/news_img/1599434618406637568/YuUMgvjd?format=jpg&name=orig', 'width': 1280, 'height': 853}, {'url': 'https://pbs.twimg.com/news_img/1599434618406637568/YuUMgvjd?format=jpg&name=150x150', 'width': 150, 'height': 150}]",200,"Multnomah County public defender shortage leads to criminal cases dropped for alleged child beater, robbers, DUII drivers",Some victims say the courts need to intervene to stop the cycle of crime.,https://www.oregonlive.com/news/2022/12/multnomah-county-public-defender-shortage-leads-to-criminal-cases-dropped-for-alleged-child-beater-robbers-duii-drivers.html,1599800644592111616,3339237555,"Multnomah County public defender shortage leads to criminal cases dropped for alleged child beater, robbers, DUII drivers https://t.co/RHLyn7aUzC",2022-12-05T16:19:31.000Z,0,0,0,0,,,
49,,,,,,,,,,,1599796605078884353,3339237555,"Nuance includes: police &amp; prosecution challenges, apathy &amp; frustration among Portland residents/ businesses -- and why a catch-all approach (like camp-sweeping) won't necessarily solve property crime in neighborhoods struggling to reboot economy and ease public safety concerns.",2022-12-05T16:03:28.000Z,0,0,1,0,replied_to,1599796603841548288,
50,0,23,https://t.co/wf3Cjigbee,https://open.spotify.com/episode/0IQb4f8S1sYAGHbHHgQpSf?si=NzAlXNiQRf2Q2J3097H0MA,open.spotify.com/episode/0IQb4f…,"[{'url': 'https://pbs.twimg.com/news_img/1599796605510877184/FTnkehLk?format=jpg&name=orig', 'width': 640, 'height': 640}, {'url': 'https://pbs.twimg.com/news_img/1599796605510877184/FTnkehLk?format=jpg&name=150x150', 'width': 150, 'height': 150}]",200,"An RV explodes outside of Salt & Straw's headquarters, prompting property crime discussion","Listen to this episode from Beat Check with The Oregonian on Spotify. Salt & Straw isn’t often in the news for non-ice cream related reasons. But when an RV exploded out front of the funky dessert company’s headquarters in southeast Portland, it sparked something else – a broader discussion about property crime. On the latest episode of Beat Check with the Oregonian, we chat with public safety reporters Catalina Gaitán and Savannah Eadens. We talked about Salt & Straw, what types of property crimes have increased in recent years, what police are – and aren’t doing about it – the broader issues that continue to ripple across the rose city and why so many people are furious and scared. Subscribe to Beat Check anywhere you listen to podcasts to hear the latest episodes. Learn more about your ad choices. Visit megaphone.fm/adchoices",https://open.spotify.com/episode/0IQb4f8S1sYAGHbHHgQpSf?si=NzAlXNiQRf2Q2J3097H0MA,1599796603841548288,3339237555,"https://t.co/wf3Cjigbee
In it, we discuss recent big headlines about commercial robberies, car and catalytic converter theft and the impact of public safety concerns on Portland's business landscape.",2022-12-05T16:03:27.000Z,0,1,1,0,replied_to,1599796602830745602,
51,,,,,,,,,,,1599796602830745602,3339237555,"What I love about the conversational format of @oregonlive Beat Check is that it allows for insight and nuance that is sometimes less obvious in straight news stories. 

Listen to me &amp; my colleague (and dear friend) @catalinagaitan_ give context on property crime in Portland:",2022-12-05T16:03:27.000Z,1,1,6,0,,,
52,153,176,https://t.co/cu86xUwFLx,https://twitter.com/miggy420/status/1598882616593510400,twitter.com/miggy420/statu…,,,,,,1599197132577157120,3339237555,"Narc? More like promotion, apparently. 

Just drove by and the line to Shroom House is down and around two blocks. Two days after the stories published. https://t.co/cu86xUwFLx",2022-12-04T00:21:22.000Z,0,0,5,0,quoted,1598882616593510400,
53,,,,,,,,,,,1598796030912651264,3339237555,"RT @itsJhyphenM: You likely know someone who died from opioids/drugs. I know of 16. 8 were friends. All from my hometown in NC.

11 months.…",2022-12-02T21:47:32.000Z,1554,0,0,0,retweeted,1598666311982366722,
54,,,,,,,,,,,1598781149811441664,3339237555,"RT @rosebwong: Multnomah County may lose another childcare provider if the school can’t find a new location, after its lease was terminated…",2022-12-02T20:48:24.000Z,2,0,0,0,retweeted,1598760917931819008,
55,191,214,https://t.co/kadIBFyFis,https://www.oregonlive.com/portland/2022/12/psilocybin-isnt-legal-in-oregon-but-a-portland-shop-is-selling-it-anyway.html,oregonlive.com/portland/2022/…,"[{'url': 'https://pbs.twimg.com/news_img/1598469557819412480/5Cqm539X?format=jpg&name=orig', 'width': 1280, 'height': 1707}, {'url': 'https://pbs.twimg.com/news_img/1598469557819412480/5Cqm539X?format=jpg&name=150x150', 'width': 150, 'height': 150}]",200,"Psilocybin isn’t legal in Oregon, but a Portland shop is selling it anyway","Most mushrooms thrive in darkness. But in Portland, an ostensibly illegal 'shroom' store sprouts in broad daylight",https://www.oregonlive.com/portland/2022/12/psilocybin-isnt-legal-in-oregon-but-a-portland-shop-is-selling-it-anyway.html,1598469553373450240,3339237555,"I was not allowed to test the product while reporting this wild story today: 

(Also, sorry for shroom snitching) 

Psilocybin isn’t legal in Oregon, but a Portland shop is selling it anyway https://t.co/kadIBFyFis",2022-12-02T00:10:14.000Z,2,6,10,2,,,
56,216,239,https://t.co/hKKzj7ZpS9,https://www.oregonlive.com/crime/2022/12/no-effective-supervision-washington-county-da-blasts-gps-failure-lack-of-bail-in-double-murder-suicide.html,oregonlive.com/crime/2022/12/…,"[{'url': 'https://pbs.twimg.com/news_img/1598433869719801857/5_BebI7G?format=jpg&name=orig', 'width': 1280, 'height': 710}, {'url': 'https://pbs.twimg.com/news_img/1598433869719801857/5_BebI7G?format=jpg&name=150x150', 'width': 150, 'height': 150}]",200,"‘No effective supervision’: Washington County DA blasts GPS failure, lack of bail in double murder, suicide","Washington County District Attorney Kevin Barton called the homicides of Gabriela Jimenez, 43, and Lenin Hernandez-Rosas, 38, “a tragic example of a pretrial release failure.""",https://www.oregonlive.com/crime/2022/12/no-effective-supervision-washington-county-da-blasts-gps-failure-lack-of-bail-in-double-murder-suicide.html,1598444306528088065,3339237555,"An awful development in this story reveals a double homicide could've -- and should've -- been prevented: 

‘No effective supervision’: Washington County DA blasts GPS failure, lack of bail in double murder, suicide https://t.co/hKKzj7ZpS9",2022-12-01T22:29:54.000Z,1,1,2,0,,,
57,56,79,https://t.co/q8Bm6V776w,https://twitter.com/George_Plaven/status/1598026500540108800/photo/1,pic.twitter.com/q8Bm6V776w,,,,,,1598347334450307072,3339237555,RT @George_Plaven: Oh please. Those are rookie numbers. https://t.co/q8Bm6V776w,2022-12-01T16:04:35.000Z,34,0,0,0,retweeted,1598026500540108800,3_1598026494420606976
58,88,111,https://t.co/T8FCinXJSa,https://www.oregonlive.com/politics/2022/12/portland-leaders-jumpstart-homelessness-plan-with-27m-cash-infusion.html?utm_campaign=theoregonian_sf&utm_medium=social&utm_source=twitter,oregonlive.com/politics/2022/…,,200,Portland leaders jumpstart new homelessness plan with $27M cash infusion,"“The status quo has failed, it no longer works,” said Portland Mayor Ted Wheeler.",https://www.oregonlive.com/politics/2022/12/portland-leaders-jumpstart-homelessness-plan-with-27m-cash-infusion.html?utm_campaign=theoregonian_sf&utm_medium=social&utm_source=twitter,1598125193440165888,3339237555,RT @Oregonian: Portland leaders jumpstart new homelessness plan with $27M cash infusion https://t.co/T8FCinXJSa,2022-12-01T01:21:52.000Z,6,0,0,0,retweeted,1598122972455309313,
59,,,,,,,,,,,1598116259421655040,3339237555,@enjus @Oregonian Almost got pummeled by a sneaker wave from this bad boy today,2022-12-01T00:46:22.000Z,0,1,3,0,replied_to,1598052769633820672,
60,195,218,https://t.co/xpcIjVSwBb,https://www.oregonlive.com/crime/2022/11/55-year-old-man-dies-in-multnomah-county-jail-third-in-custody-death-this-year.html,oregonlive.com/crime/2022/11/…,"[{'url': 'https://pbs.twimg.com/news_img/1598104099509207040/A97C-Vka?format=jpg&name=orig', 'width': 1280, 'height': 886}, {'url': 'https://pbs.twimg.com/news_img/1598104099509207040/A97C-Vka?format=jpg&name=150x150', 'width': 150, 'height': 150}]",200,"55-year-old man dies in Multnomah County jail, third in-custody death this year",The Multnomah County Sheriff's Office said it's ruled out homicide in the man's death in the downtown detention center.,https://www.oregonlive.com/crime/2022/11/55-year-old-man-dies-in-multnomah-county-jail-third-in-custody-death-this-year.html,1598106112410390528,3339237555,"In 2 of the 3 jail deaths this year, there's been no official public release of information about what happened. 

55-year-old man dies in Multnomah County jail, third in-custody death this year https://t.co/xpcIjVSwBb",2022-12-01T00:06:03.000Z,13,1,14,0,,,
61,,,,,,,,,,,1598029047191461888,3339237555,"RT @alex_zee: ""We haven't agreed who cleans up the mess,"" Wheeler continued, speaking during council's public testimony this morning. ""Who…",2022-11-30T18:59:49.000Z,4,0,0,0,retweeted,1598018237543112705,
62,,,,,,,,,,,1598029041407528960,3339237555,"RT @alex_zee: Mayor Wheeler on the county purportedly not working w/ the city to address homelessness: ""The main problem is nobody one want…",2022-11-30T18:59:48.000Z,9,0,0,0,retweeted,1598018235726979073,
63,,,,,,,,,,,1597678959789211649,3339237555,"RT @maxoregonian: Portland police won’t use ‘flash-bang’ rubber ball devices for crowd control, city will pay $250,000 to settle suit by Do…",2022-11-29T19:48:42.000Z,19,0,0,0,retweeted,1597659290667745280,
64,96,119,https://t.co/A4A7IEOMTV,http://oregonlive.com,oregonlive.com,"[{'url': 'https://pbs.twimg.com/news_img/1597652385207312385/CPuZ3Ans?format=jpg&name=orig', 'width': 200, 'height': 200}, {'url': 'https://pbs.twimg.com/news_img/1597652385207312385/CPuZ3Ans?format=jpg&name=150x150', 'width': 150, 'height': 150}]",200,"Oregon Local News, Breaking News, Sports & Weather","Get the latest Oregon Local News, Sports News & US breaking News. View daily OR weather updates, watch videos and photos, join the discussion in forums. Find more news articles and stories online at OregonLive.com",https://www.oregonlive.com/,1599928734404218880,223587964,Two Democrats question whether Trump’s pardon of Hammond ranchers resulted from alleged bribe - https://t.co/A4A7IEOMTV https://t.co/rpgKbi7fIw,2022-12-06T00:48:30.000Z,1.0,3.0,6.0,0.0,,,
65,120,143,https://t.co/rpgKbi7fIw,https://www.oregonlive.com/crime/2022/12/two-democrats-question-whether-trumps-pardon-of-hammond-ranchers-resulted-from-alleged-bribe.html,oregonlive.com/crime/2022/12/…,"[{'url': 'https://pbs.twimg.com/news_img/1599884326342205440/xptif_ci?format=jpg&name=orig', 'width': 1280, 'height': 856}, {'url': 'https://pbs.twimg.com/news_img/1599884326342205440/xptif_ci?format=jpg&name=150x150', 'width': 150, 'height': 150}]",200,Two Democrats question whether Trump’s pardon of Hammond ranchers resulted from alleged bribe,"A lawyer for Arizona developer Michael Ingram, accused of influencing the pardon with a campaign donation, called the accusation ""baseless.""",https://www.oregonlive.com/crime/2022/12/two-democrats-question-whether-trumps-pardon-of-hammond-ranchers-resulted-from-alleged-bribe.html,1599928734404218880,223587964,Two Democrats question whether Trump’s pardon of Hammond ranchers resulted from alleged bribe - https://t.co/A4A7IEOMTV https://t.co/rpgKbi7fIw,2022-12-06T00:48:30.000Z,,,,,,,
66,100,123,https://t.co/nCd0w5X6i6,https://www.oregonlive.com/crime/2022/12/reynolds-high-school-teacher-accused-of-enticing-minor-for-sex-lived-double-life-prosecutor-says.html,oregonlive.com/crime/2022/12/…,"[{'url': 'https://pbs.twimg.com/news_img/1599915842120351744/XQ5RvqsO?format=jpg&name=orig', 'width': 1280, 'height': 868}, {'url': 'https://pbs.twimg.com/news_img/1599915842120351744/XQ5RvqsO?format=jpg&name=150x150', 'width': 150, 'height': 150}]",200,"Reynolds High School teacher accused of enticing minor for sex lived ‘double life,’ prosecutor says","U.S. District Judge Michael J. McShane on Monday ordered Edward Hernandez-Corchado to remain in custody on a federal allegation. “In his own words, he said he cannot help himself,” McShane said.",https://www.oregonlive.com/crime/2022/12/reynolds-high-school-teacher-accused-of-enticing-minor-for-sex-lived-double-life-prosecutor-says.html,1599915841726074880,223587964,"Reynolds High School teacher accused of enticing minor for sex lived ‘double life,’ prosecutor says https://t.co/nCd0w5X6i6",2022-12-05T23:57:16.000Z,2,2,0,0,,,
